method,method_kind,case_id,category,fake_record_name,synthetic_input,expected_error_label,actual_error_label,expected_success,actual_success,expected_diagnostic_present,actual_diagnostic_present,expected_line,actual_line,expected_column,actual_column,expected_cleanup_runs,actual_cleanup_runs,expected_errdefer_runs,actual_errdefer_runs,expected_defer_runs,actual_defer_runs,expected_catch_runs,actual_catch_runs,expected_zig_status,actual_zig_status,error_union_observation,diagnostic_observation,errdefer_observation,testing_observation,json_zon_observation,zig_harness_matched,error_union_matched,diagnostic_matched,errdefer_matched,testing_matched,json_zon_observed,debugger_not_run,version_compatibility,production_diagnostics_tested,naive_should_fail,pass,fail_reason,output_bytes,elapsed_ms
richer_return_policy_marker,richer_return,c28_richer_union_return_context,richer_union_return_context_marker,toy_error_payload_case,synthetic_parse_case,ParseError,ParseError,False,False,True,True,0,0,0,0,False,False,False,False,True,True,False,False,success,success,union_payload,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,20,0.0
wrapper_policy_marker,wrapper,c28_richer_union_return_context,richer_union_return_context_marker,toy_error_payload_case,synthetic_parse_case,ParseError,ParseError,False,False,True,True,0,0,0,0,False,False,False,False,True,True,False,False,success,success,union_payload,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,20,0.0
copy_size_timing_marker,timing,c28_richer_union_return_context,richer_union_return_context_marker,toy_error_payload_case,synthetic_parse_case,ParseError,ParseError,False,False,True,True,0,0,0,0,False,False,False,False,True,True,False,False,success,success,union_payload,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,20,0.0
naive_error_policy_marker,naive,c28_richer_union_return_context,richer_union_return_context_marker,toy_error_payload_case,synthetic_parse_case,ParseError,ParseError,False,True,True,True,0,0,0,0,False,False,False,False,True,True,False,False,success,success,union_payload,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,20,0.0
external_error_model_truth_not_tested_marker,external,c28_richer_union_return_context,richer_union_return_context_marker,toy_error_payload_case,synthetic_parse_case,ParseError,ParseError,False,False,True,True,0,0,0,0,False,False,False,False,True,True,False,False,success,success,union_payload,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,20,0.0
preserve_original_case_baseline,baseline,c29_error_payload_not_builtin,error_payload_not_builtin_marker,toy_error_payload_case,synthetic_failure,ToyError,ToyError,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,17,0.0
zig_compiler_discovery_checker,compiler_discovery,c29_error_payload_not_builtin,error_payload_not_builtin_marker,toy_error_payload_case,synthetic_failure,ToyError,ToyError,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,17,0.0
zig_harness_compile_checker,harness_compile,c29_error_payload_not_builtin,error_payload_not_builtin_marker,toy_error_payload_case,synthetic_failure,ToyError,ToyError,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,17,0.0
error_union_observer,error_union,c29_error_payload_not_builtin,error_payload_not_builtin_marker,toy_error_payload_case,synthetic_failure,ToyError,ToyError,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,17,0.0
no_hidden_allocation_marker,no_alloc,c29_error_payload_not_builtin,error_payload_not_builtin_marker,toy_error_payload_case,synthetic_failure,ToyError,ToyError,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,17,0.0
wrapper_policy_marker,wrapper,c29_error_payload_not_builtin,error_payload_not_builtin_marker,toy_error_payload_case,synthetic_failure,ToyError,ToyError,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,17,0.0
copy_size_timing_marker,timing,c29_error_payload_not_builtin,error_payload_not_builtin_marker,toy_error_payload_case,synthetic_failure,ToyError,ToyError,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,17,0.0
naive_error_policy_marker,naive,c29_error_payload_not_builtin,error_payload_not_builtin_marker,toy_error_payload_case,synthetic_failure,ToyError,ToyError,False,True,False,False,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,17,0.0
external_error_model_truth_not_tested_marker,external,c29_error_payload_not_builtin,error_payload_not_builtin_marker,toy_error_payload_case,synthetic_failure,ToyError,ToyError,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,17,0.0
preserve_original_case_baseline,baseline,c30_error_set_narrow,error_set_narrow_marker,fake_test_case,synthetic_parse_case,ParseError,ParseError,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,error,error,error,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,20,0.0
zig_compiler_discovery_checker,compiler_discovery,c30_error_set_narrow,error_set_narrow_marker,fake_test_case,synthetic_parse_case,ParseError,ParseError,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,error,error,error,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,20,0.0
zig_harness_compile_checker,harness_compile,c30_error_set_narrow,error_set_narrow_marker,fake_test_case,synthetic_parse_case,ParseError,ParseError,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,error,error,error,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,20,0.0
error_union_observer,error_union,c30_error_set_narrow,error_set_narrow_marker,fake_test_case,synthetic_parse_case,ParseError,ParseError,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,error,error,error,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,20,0.0
wrapper_policy_marker,wrapper,c30_error_set_narrow,error_set_narrow_marker,fake_test_case,synthetic_parse_case,ParseError,ParseError,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,error,error,error,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,20,0.0
copy_size_timing_marker,timing,c30_error_set_narrow,error_set_narrow_marker,fake_test_case,synthetic_parse_case,ParseError,ParseError,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,error,error,error,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,20,0.0
naive_error_policy_marker,naive,c30_error_set_narrow,error_set_narrow_marker,fake_test_case,synthetic_parse_case,ParseError,ParseError,False,True,False,False,0,0,0,0,False,False,False,False,True,True,False,False,error,error,error,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,20,0.0
external_error_model_truth_not_tested_marker,external,c30_error_set_narrow,error_set_narrow_marker,fake_test_case,synthetic_parse_case,ParseError,ParseError,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,error,error,error,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,20,0.0
preserve_original_case_baseline,baseline,c31_error_set_widening_context,error_set_widening_context_marker,fake_test_case,synthetic_parse_case,ToyError,ToyError,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,error,error,error,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,20,0.0
zig_compiler_discovery_checker,compiler_discovery,c31_error_set_widening_context,error_set_widening_context_marker,fake_test_case,synthetic_parse_case,ToyError,ToyError,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,error,error,error,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,20,0.0
zig_harness_compile_checker,harness_compile,c31_error_set_widening_context,error_set_widening_context_marker,fake_test_case,synthetic_parse_case,ToyError,ToyError,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,error,error,error,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,20,0.0
error_union_observer,error_union,c31_error_set_widening_context,error_set_widening_context_marker,fake_test_case,synthetic_parse_case,ToyError,ToyError,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,error,error,error,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,20,0.0
wrapper_policy_marker,wrapper,c31_error_set_widening_context,error_set_widening_context_marker,fake_test_case,synthetic_parse_case,ToyError,ToyError,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,error,error,error,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,20,0.0
copy_size_timing_marker,timing,c31_error_set_widening_context,error_set_widening_context_marker,fake_test_case,synthetic_parse_case,ToyError,ToyError,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,error,error,error,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,20,0.0
naive_error_policy_marker,naive,c31_error_set_widening_context,error_set_widening_context_marker,fake_test_case,synthetic_parse_case,ToyError,ToyError,False,True,False,False,0,0,0,0,False,False,False,False,True,True,False,False,error,error,error,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,20,0.0
external_error_model_truth_not_tested_marker,external,c31_error_set_widening_context,error_set_widening_context_marker,fake_test_case,synthetic_parse_case,ToyError,ToyError,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,error,error,error,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,20,0.0
preserve_original_case_baseline,baseline,c32_anyerror_context,anyerror_context_marker,fake_test_case,synthetic_failure,ToyError,ToyError,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,error,error,error,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,17,0.0
zig_compiler_discovery_checker,compiler_discovery,c32_anyerror_context,anyerror_context_marker,fake_test_case,synthetic_failure,ToyError,ToyError,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,error,error,error,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,17,0.0
zig_harness_compile_checker,harness_compile,c32_anyerror_context,anyerror_context_marker,fake_test_case,synthetic_failure,ToyError,ToyError,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,error,error,error,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,17,0.0
error_union_observer,error_union,c32_anyerror_context,anyerror_context_marker,fake_test_case,synthetic_failure,ToyError,ToyError,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,error,error,error,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,17,0.0
wrapper_policy_marker,wrapper,c32_anyerror_context,anyerror_context_marker,fake_test_case,synthetic_failure,ToyError,ToyError,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,error,error,error,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,17,0.0
copy_size_timing_marker,timing,c32_anyerror_context,anyerror_context_marker,fake_test_case,synthetic_failure,ToyError,ToyError,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,error,error,error,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,17,0.0
naive_error_policy_marker,naive,c32_anyerror_context,anyerror_context_marker,fake_test_case,synthetic_failure,ToyError,ToyError,False,True,False,False,0,0,0,0,False,False,False,False,True,True,False,False,error,error,error,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,17,0.0
external_error_model_truth_not_tested_marker,external,c32_anyerror_context,anyerror_context_marker,fake_test_case,synthetic_failure,ToyError,ToyError,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,error,error,error,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,17,0.0
preserve_original_case_baseline,baseline,c33_error_name_string_context,error_name_string_context_marker,fake_test_case,synthetic_failure,ToyError,ToyError,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,success,success,error,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,17,0.0
zig_compiler_discovery_checker,compiler_discovery,c33_error_name_string_context,error_name_string_context_marker,fake_test_case,synthetic_failure,ToyError,ToyError,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,success,success,error,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,17,0.0
zig_harness_compile_checker,harness_compile,c33_error_name_string_context,error_name_string_context_marker,fake_test_case,synthetic_failure,ToyError,ToyError,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,success,success,error,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,17,0.0
error_union_observer,error_union,c33_error_name_string_context,error_name_string_context_marker,fake_test_case,synthetic_failure,ToyError,ToyError,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,success,success,error,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,17,0.0
wrapper_policy_marker,wrapper,c33_error_name_string_context,error_name_string_context_marker,fake_test_case,synthetic_failure,ToyError,ToyError,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,success,success,error,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,17,0.0
copy_size_timing_marker,timing,c33_error_name_string_context,error_name_string_context_marker,fake_test_case,synthetic_failure,ToyError,ToyError,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,success,success,error,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,17,0.0
naive_error_policy_marker,naive,c33_error_name_string_context,error_name_string_context_marker,fake_test_case,synthetic_failure,ToyError,ToyError,False,True,False,False,0,0,0,0,False,False,False,False,True,True,False,False,success,success,error,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,17,0.0
external_error_model_truth_not_tested_marker,external,c33_error_name_string_context,error_name_string_context_marker,fake_test_case,synthetic_failure,ToyError,ToyError,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,success,success,error,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,17,0.0
preserve_original_case_baseline,baseline,c34_stack_trace_context_not_tested,stack_trace_context_not_tested,fake_test_case,synthetic_failure,ToyError,ToyError,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,success,success,success,none,not_run,not_tested,not_tested,True,True,True,True,True,False,True,local_only,False,False,True,,17,0.0
zig_compiler_discovery_checker,compiler_discovery,c34_stack_trace_context_not_tested,stack_trace_context_not_tested,fake_test_case,synthetic_failure,ToyError,ToyError,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,success,success,success,none,not_run,not_tested,not_tested,True,True,True,True,True,False,True,local_only,False,False,True,,17,0.0
zig_harness_compile_checker,harness_compile,c34_stack_trace_context_not_tested,stack_trace_context_not_tested,fake_test_case,synthetic_failure,ToyError,ToyError,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,success,success,success,none,not_run,not_tested,not_tested,True,True,True,True,True,False,True,local_only,False,False,True,,17,0.0
error_union_observer,error_union,c34_stack_trace_context_not_tested,stack_trace_context_not_tested,fake_test_case,synthetic_failure,ToyError,ToyError,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,success,success,success,none,not_run,not_tested,not_tested,True,True,True,True,True,False,True,local_only,False,False,True,,17,0.0
testing_debug_context_marker,testing,c34_stack_trace_context_not_tested,stack_trace_context_not_tested,fake_test_case,synthetic_failure,ToyError,ToyError,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,success,success,success,none,not_run,not_tested,not_tested,True,True,True,True,True,False,True,local_only,False,False,True,,17,0.0
breakpoint_not_run_marker,breakpoint,c34_stack_trace_context_not_tested,stack_trace_context_not_tested,fake_test_case,synthetic_failure,ToyError,ToyError,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,success,success,success,none,not_run,not_tested,not_tested,True,True,True,True,True,False,True,local_only,False,False,True,,17,0.0
build_option_context_marker,build_option,c34_stack_trace_context_not_tested,stack_trace_context_not_tested,fake_test_case,synthetic_failure,ToyError,ToyError,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,success,success,success,none,not_run,not_tested,not_tested,True,True,True,True,True,False,True,local_only,False,False,True,,17,0.0
wrapper_policy_marker,wrapper,c34_stack_trace_context_not_tested,stack_trace_context_not_tested,fake_test_case,synthetic_failure,ToyError,ToyError,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,success,success,success,none,not_run,not_tested,not_tested,True,True,True,True,True,False,True,local_only,False,False,True,,17,0.0
copy_size_timing_marker,timing,c34_stack_trace_context_not_tested,stack_trace_context_not_tested,fake_test_case,synthetic_failure,ToyError,ToyError,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,success,success,success,none,not_run,not_tested,not_tested,True,True,True,True,True,False,True,local_only,False,False,True,,17,0.0
naive_error_policy_marker,naive,c34_stack_trace_context_not_tested,stack_trace_context_not_tested,fake_test_case,synthetic_failure,ToyError,ToyError,False,True,False,False,0,0,0,0,False,False,False,False,True,True,False,False,success,success,success,none,not_run,not_tested,not_tested,True,True,True,True,True,False,True,local_only,False,False,True,,17,0.0
external_error_model_truth_not_tested_marker,external,c34_stack_trace_context_not_tested,stack_trace_context_not_tested,fake_test_case,synthetic_failure,ToyError,ToyError,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,success,success,success,none,not_run,not_tested,not_tested,True,True,True,True,True,False,True,local_only,False,False,True,,17,0.0
preserve_original_case_baseline,baseline,c35_debugger_session_not_tested,debugger_session_not_tested,synthetic_debugger_flag,toy_diagnostic,None,None,True,True,False,False,0,0,0,0,False,False,False,False,True,True,False,False,success,success,success,none,not_run,not_tested,not_tested,True,True,True,True,True,False,True,local_only,False,False,True,,14,0.0
zig_compiler_discovery_checker,compiler_discovery,c35_debugger_session_not_tested,debugger_session_not_tested,synthetic_debugger_flag,toy_diagnostic,None,None,True,True,False,False,0,0,0,0,False,False,False,False,True,True,False,False,success,success,success,none,not_run,not_tested,not_tested,True,True,True,True,True,False,True,local_only,False,False,True,,14,0.0
zig_harness_compile_checker,harness_compile,c35_debugger_session_not_tested,debugger_session_not_tested,synthetic_debugger_flag,toy_diagnostic,None,None,True,True,False,False,0,0,0,0,False,False,False,False,True,True,False,False,success,success,success,none,not_run,not_tested,not_tested,True,True,True,True,True,False,True,local_only,False,False,True,,14,0.0
error_union_observer,error_union,c35_debugger_session_not_tested,debugger_session_not_tested,synthetic_debugger_flag,toy_diagnostic,None,None,True,True,False,False,0,0,0,0,False,False,False,False,True,True,False,False,success,success,success,none,not_run,not_tested,not_tested,True,True,True,True,True,False,True,local_only,False,False,True,,14,0.0
testing_debug_context_marker,testing,c35_debugger_session_not_tested,debugger_session_not_tested,synthetic_debugger_flag,toy_diagnostic,None,None,True,True,False,False,0,0,0,0,False,False,False,False,True,True,False,False,success,success,success,none,not_run,not_tested,not_tested,True,True,True,True,True,False,True,local_only,False,False,True,,14,0.0
breakpoint_not_run_marker,breakpoint,c35_debugger_session_not_tested,debugger_session_not_tested,synthetic_debugger_flag,toy_diagnostic,None,None,True,True,False,False,0,0,0,0,False,False,False,False,True,True,False,False,success,success,success,none,not_run,not_tested,not_tested,True,True,True,True,True,False,True,local_only,False,False,True,,14,0.0
build_option_context_marker,build_option,c35_debugger_session_not_tested,debugger_session_not_tested,synthetic_debugger_flag,toy_diagnostic,None,None,True,True,False,False,0,0,0,0,False,False,False,False,True,True,False,False,success,success,success,none,not_run,not_tested,not_tested,True,True,True,True,True,False,True,local_only,False,False,True,,14,0.0
wrapper_policy_marker,wrapper,c35_debugger_session_not_tested,debugger_session_not_tested,synthetic_debugger_flag,toy_diagnostic,None,None,True,True,False,False,0,0,0,0,False,False,False,False,True,True,False,False,success,success,success,none,not_run,not_tested,not_tested,True,True,True,True,True,False,True,local_only,False,False,True,,14,0.0
copy_size_timing_marker,timing,c35_debugger_session_not_tested,debugger_session_not_tested,synthetic_debugger_flag,toy_diagnostic,None,None,True,True,False,False,0,0,0,0,False,False,False,False,True,True,False,False,success,success,success,none,not_run,not_tested,not_tested,True,True,True,True,True,False,True,local_only,False,False,True,,14,0.0
naive_error_policy_marker,naive,c35_debugger_session_not_tested,debugger_session_not_tested,synthetic_debugger_flag,toy_diagnostic,None,None,True,True,False,False,0,0,0,0,False,False,False,False,True,True,False,False,success,success,success,none,not_run,not_tested,not_tested,True,True,True,True,True,False,True,local_only,False,False,True,,14,0.0
external_error_model_truth_not_tested_marker,external,c35_debugger_session_not_tested,debugger_session_not_tested,synthetic_debugger_flag,toy_diagnostic,None,None,True,True,False,False,0,0,0,0,False,False,False,False,True,True,False,False,success,success,success,none,not_run,not_tested,not_tested,True,True,True,True,True,False,True,local_only,False,False,True,,14,0.0
preserve_original_case_baseline,baseline,c36_c_out_parameter_comparison,c_out_parameter_comparison_marker,fake_diagnostic_out,sample_line_col_input,ParseError,ParseError,False,False,True,True,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,present,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,21,0.0
zig_compiler_discovery_checker,compiler_discovery,c36_c_out_parameter_comparison,c_out_parameter_comparison_marker,fake_diagnostic_out,sample_line_col_input,ParseError,ParseError,False,False,True,True,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,present,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,21,0.0
zig_harness_compile_checker,harness_compile,c36_c_out_parameter_comparison,c_out_parameter_comparison_marker,fake_diagnostic_out,sample_line_col_input,ParseError,ParseError,False,False,True,True,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,present,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,21,0.0
error_union_observer,error_union,c36_c_out_parameter_comparison,c_out_parameter_comparison_marker,fake_diagnostic_out,sample_line_col_input,ParseError,ParseError,False,False,True,True,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,present,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,21,0.0
comparison_context_marker,comparison,c36_c_out_parameter_comparison,c_out_parameter_comparison_marker,fake_diagnostic_out,sample_line_col_input,ParseError,ParseError,False,False,True,True,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,present,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,21,0.0
wrapper_policy_marker,wrapper,c36_c_out_parameter_comparison,c_out_parameter_comparison_marker,fake_diagnostic_out,sample_line_col_input,ParseError,ParseError,False,False,True,True,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,present,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,21,0.0
copy_size_timing_marker,timing,c36_c_out_parameter_comparison,c_out_parameter_comparison_marker,fake_diagnostic_out,sample_line_col_input,ParseError,ParseError,False,False,True,True,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,present,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,21,0.0
naive_error_policy_marker,naive,c36_c_out_parameter_comparison,c_out_parameter_comparison_marker,fake_diagnostic_out,sample_line_col_input,ParseError,ParseError,False,True,True,True,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,present,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,21,0.0
external_error_model_truth_not_tested_marker,external,c36_c_out_parameter_comparison,c_out_parameter_comparison_marker,fake_diagnostic_out,sample_line_col_input,ParseError,ParseError,False,False,True,True,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,present,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,21,0.0
preserve_original_case_baseline,baseline,c37_rust_result_anyhow_context_not_tested,rust_result_anyhow_context_not_tested,toy_error_payload_case,synthetic_failure,ToyError,ToyError,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,17,0.0
zig_compiler_discovery_checker,compiler_discovery,c37_rust_result_anyhow_context_not_tested,rust_result_anyhow_context_not_tested,toy_error_payload_case,synthetic_failure,ToyError,ToyError,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,17,0.0
zig_harness_compile_checker,harness_compile,c37_rust_result_anyhow_context_not_tested,rust_result_anyhow_context_not_tested,toy_error_payload_case,synthetic_failure,ToyError,ToyError,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,17,0.0
error_union_observer,error_union,c37_rust_result_anyhow_context_not_tested,rust_result_anyhow_context_not_tested,toy_error_payload_case,synthetic_failure,ToyError,ToyError,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,17,0.0
comparison_context_marker,comparison,c37_rust_result_anyhow_context_not_tested,rust_result_anyhow_context_not_tested,toy_error_payload_case,synthetic_failure,ToyError,ToyError,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,17,0.0
wrapper_policy_marker,wrapper,c37_rust_result_anyhow_context_not_tested,rust_result_anyhow_context_not_tested,toy_error_payload_case,synthetic_failure,ToyError,ToyError,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,17,0.0
copy_size_timing_marker,timing,c37_rust_result_anyhow_context_not_tested,rust_result_anyhow_context_not_tested,toy_error_payload_case,synthetic_failure,ToyError,ToyError,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,17,0.0
naive_error_policy_marker,naive,c37_rust_result_anyhow_context_not_tested,rust_result_anyhow_context_not_tested,toy_error_payload_case,synthetic_failure,ToyError,ToyError,False,True,False,False,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,17,0.0
external_error_model_truth_not_tested_marker,external,c37_rust_result_anyhow_context_not_tested,rust_result_anyhow_context_not_tested,toy_error_payload_case,synthetic_failure,ToyError,ToyError,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,17,0.0
preserve_original_case_baseline,baseline,c38_odin_error_payload_context_not_tested,odin_error_payload_context_not_tested,toy_error_payload_case,synthetic_failure,ToyError,ToyError,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,17,0.0
zig_compiler_discovery_checker,compiler_discovery,c38_odin_error_payload_context_not_tested,odin_error_payload_context_not_tested,toy_error_payload_case,synthetic_failure,ToyError,ToyError,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,17,0.0
zig_harness_compile_checker,harness_compile,c38_odin_error_payload_context_not_tested,odin_error_payload_context_not_tested,toy_error_payload_case,synthetic_failure,ToyError,ToyError,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,17,0.0
